mfg,size,kv,prop,batt,maxrpm,minvolt,maxvolt,maxcurr,maxthr,pwm200,curr200,gpw200,curr50,thr50,filename
Cobra,2206,2100,GF5045N,3s,21085,12.44,12.63,12.47,547.5,1512,4.01,3.983,3.9,197.67,Cobra_2206_2100kv/Cobra_2206_2100kv_GF5045N_3s.csv
Cobra,2206,2100,GF5045N,4s,26408,16.47,16.84,18.47,855.04,1358,3.41,3.515,5.34,318.77,Cobra_2206_2100kv/Cobra_2206_2100kv_GF5045N_4s.csv
Cobra,2206,2100,GF6030CFN,3s,20828,12.47,12.6,13.73,681.95,1440,3.55,4.488,4.04,231.42,Cobra_2206_2100kv/Cobra_2206_2100kv_GF6030CFN_3s.csv
Cobra,2206,2100,GF6030CFN,4s,25800,16.37,16.78,20.15,1054.58,1294,3.03,3.959,5.67,380.35,Cobra_2206_2100kv/Cobra_2206_2100kv_GF6030CFN_4s.csv
Cobra,2206,2100,GF6030CF,3s,19808,12.42,12.6,17.17,773.04,1372,3.27,4.894,4.85,290.56,Cobra_2206_2100kv/Cobra_2206_2100kv_GF6030CF_3s.csv
Cobra,2206,2100,GF6030CF,4s,24214,16.27,16.83,25.11,1145.95,1260,2.99,3.984,6.83,438.15,Cobra_2206_2100kv/Cobra_2206_2100kv_GF6030CF_4s.csv
Cobra,2206,2100,GF6045CFN,3s,18677,12.28,12.62,20.7,857.08,1338,3.33,4.799,5.84,335.56,Cobra_2206_2100kv/Cobra_2206_2100kv_GF6045CFN_3s.csv
Cobra,2206,2100,GF6045CFN,4s,22560,16.21,16.83,30.2,1254.15,1230,2.85,4.192,8.09,510.63,Cobra_2206_2100kv/Cobra_2206_2100kv_GF6045CFN_4s.csv
Cobra,2206,2100,GF6045CF,3s,17991,12.23,12.59,22.76,878.25,1330,3.37,4.731,6.33,346.78,Cobra_2206_2100kv/Cobra_2206_2100kv_GF6045CF_3s.csv
Cobra,2206,2100,GF6045CF,4s,21617,16.12,16.86,32.84,1278.37,1222,2.91,4.108,8.9,535.45,Cobra_2206_2100kv/Cobra_2206_2100kv_GF6045CF_4s.csv
Cobra,2206,2100,GF6045N,3s,18874,12.34,12.67,20.48,863,1334,3.28,4.837,5.82,338.38,Cobra_2206_2100kv/Cobra_2206_2100kv_GF6045N_3s.csv
Cobra,2206,2100,GF6045N,4s,22680,16.13,16.79,29.33,1243.9,1236,2.97,4.022,7.99,498.95,Cobra_2206_2100kv/Cobra_2206_2100kv_GF6045N_4s.csv
Cobra,2206,2100,HQ4045BN,3s,21428,12.54,12.66,11.89,417.15,1618,5,3.182,3.73,155.81,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ4045BN_3s.csv
Cobra,2206,2100,HQ4045BN,4s,26820,16.48,16.82,16.86,653.1,1416,4.1,2.923,5.19,250.27,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ4045BN_4s.csv
Cobra,2206,2100,HQ5030CFN,3s,22431,12.52,12.6,8.59,413.66,1620,3.94,4.041,3.06,151.06,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5030CFN_3s.csv
Cobra,2206,2100,HQ5030CFN,4s,28371,16.54,16.77,12.17,642.53,1430,3.48,3.438,4.06,243.25,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5030CFN_4s.csv
Cobra,2206,2100,HQ5030N,3s,22671,12.54,12.62,7.97,382.5,1652,3.99,3.988,2.9,138.75,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5030N_3s.csv
Cobra,2206,2100,HQ5030N,4s,28722,16.56,16.79,11.23,601.48,1454,3.56,3.369,3.84,223.38,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5030N_4s.csv
Cobra,2206,2100,HQ5040CFN,3s,21308,12.48,12.6,11.94,524.07,1518,4.06,3.967,3.79,197.02,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5040CFN_3s.csv
Cobra,2206,2100,HQ5040CFN,4s,26742,16.48,16.83,17.23,813.72,1356,3.41,3.519,5.2,308.69,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5040CFN_4s.csv
Cobra,2206,2100,HQ5040x3CFN(4),3s,21582,12.53,12.64,11.33,419.63,1602,4.7,3.385,3.61,159.57,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5040x3CFN(4)_3s.csv
Cobra,2206,2100,HQ5040x3CFN(4),4s,27034,16.42,16.74,15.75,636.17,1418,4.01,3.009,5.04,248.53,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5040x3CFN(4)_4s.csv
Cobra,2206,2100,HQ5040x3CFN,3s,20408,12.48,12.63,15.25,630.54,1436,3.94,4.032,4.62,234.86,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5040x3CFN_3s.csv
Cobra,2206,2100,HQ5040x3CFN,4s,25277,16.38,16.83,21.77,960.97,1286,3.25,3.675,6.33,372.4,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5040x3CFN_4s.csv
Cobra,2206,2100,HQ5045BNCFN,3s,19602,12.47,12.65,18.26,672.5,1414,3.99,3.983,5.22,252.89,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5045BNCFN_3s.csv
Cobra,2206,2100,HQ5045BNCFN,4s,23897,16.31,16.83,26.13,984.84,1276,3.39,3.531,7.25,391.66,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5045BNCFN_4s.csv
Cobra,2206,2100,HQ5045BNN,3s,19757,12.49,12.66,17.78,672.02,1412,3.95,4.027,5.14,255.34,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5045BNN_3s.csv
Cobra,2206,2100,HQ5045BNN,4s,24051,16.27,16.79,25.29,981.23,1276,3.35,3.581,7.08,386.53,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5045BNN_4s.csv
Cobra,2206,2100,HQ5045N-3D,3s,20382,12.37,12.6,14.73,396.78,1642,6.33,2.53,4.38,147.15,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5045N-3D_3s.csv
Cobra,2206,2100,HQ5045N-3D,4s,25465,16.41,16.84,21.54,599.66,1448,5.1,2.354,6.11,232.18,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5045N-3D_4s.csv
Cobra,2206,2100,HQ5045N,3s,21120,12.41,12.61,12.23,509.57,1536,4.14,3.86,3.76,184.22,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5045N_3s.csv
Cobra,2206,2100,HQ5045N,4s,26460,16.47,16.83,18.17,795.73,1368,3.52,3.392,5.25,298.23,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ5045N_4s.csv
Cobra,2206,2100,HQ6030CFN,3s,21780,12.52,12.63,10.76,537.88,1542,3.82,4.163,3.45,180.11,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ6030CFN_3s.csv
Cobra,2206,2100,HQ6030CFN,4s,27188,16.5,16.83,16.05,872.73,1374,3.3,3.634,4.72,300.42,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ6030CFN_4s.csv
Cobra,2206,2100,HQ6030N,3s,21360,12.5,12.62,12.04,591.04,1494,3.65,4.362,3.5,199.84,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ6030N_3s.csv
Cobra,2206,2100,HQ6030N,4s,26451,16.42,16.79,18.03,933.85,1338,3.15,3.804,5.07,332.02,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ6030N_4s.csv
Cobra,2206,2100,HQ6035N,3s,19860,12.44,12.62,17.11,734.44,1394,3.56,4.474,4.9,273.19,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ6035N_3s.csv
Cobra,2206,2100,HQ6035N,4s,24274,16.32,16.84,25.14,1109.86,1268,3.16,3.785,6.88,423.56,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ6035N_4s.csv
Cobra,2206,2100,HQ6045BNN,3s,17022,12.37,12.65,27.77,937.04,1312,3.65,4.346,7.54,371.51,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ6045BNN_3s.csv
Cobra,2206,2100,HQ6045BNN,4s,20082,16.37,16.86,39.02,1316.47,1214,3.23,3.694,10.76,570.27,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ6045BNN_4s.csv
Cobra,2206,2100,HQ6045CFN,3s,18634,12.31,12.64,20.91,864.08,1348,3.52,4.518,5.93,331.58,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ6045CFN_3s.csv
Cobra,2206,2100,HQ6045CFN,4s,22525,16.2,16.83,30.31,1270.52,1236,3,3.973,8.21,511.36,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ6045CFN_4s.csv
Cobra,2206,2100,HQ6045x3CFN(4),3s,20254,12.49,12.65,15.9,500.06,1530,4.97,3.203,4.67,186.66,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ6045x3CFN(4)_3s.csv
Cobra,2206,2100,HQ6045x3CFN(4),4s,24960,16.33,16.78,22.56,755.22,1364,4.36,2.761,6.47,289.36,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ6045x3CFN(4)_4s.csv
Cobra,2206,2100,HQ6045x3CFN,3s,17262,12.39,12.66,26.81,988.47,1312,3.57,4.45,7.29,388.38,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ6045x3CFN_3s.csv
Cobra,2206,2100,HQ6045x3CFN,4s,20220,15.94,16.77,36.99,1377.53,1214,3.05,3.935,10.14,590.45,Cobra_2206_2100kv/Cobra_2206_2100kv_HQ6045x3CFN_4s.csv
DYS,1104,3500,3020,3s,22915,12.5,12.55,3.71,111.55,0,0,0,1.72,45,DYS_1104_3500kv/DYS_1104_3500kv_3020_3s.csv
DYS,1104,3500,3020,4s,26326,16.57,16.75,4.74,154.81,0,0,0,2.15,77.19,DYS_1104_3500kv/DYS_1104_3500kv_3020_4s.csv
DYS,1104,4000,3020,3s,24141,12.48,12.55,4.62,128.59,0,0,0,2.03,51.87,DYS_1104_4000kv/DYS_1104_4000kv_3020_3s.csv
DYS,1104,4000,3020,4s,27303,16.56,16.78,5.83,166.61,0,0,0,2.55,79.67,DYS_1104_4000kv/DYS_1104_4000kv_3020_4s.csv
DYS,1306,3100,FC4045N,3s,21060,12.11,12.56,8.66,273.77,1792,5.54,2.941,2.71,108.15,DYS_1306_3100kv/DYS_1306_3100kv_FC4045N_3s.csv
DYS,1306,3100,GF4025N,3s,22628,12.16,12.55,7.65,276.06,1792,4.84,3.359,2.51,114.09,DYS_1306_3100kv/DYS_1306_3100kv_GF4025N_3s.csv
DYS,1306,3100,GF4028CF,3s,21831,12.12,12.54,8.15,276.3,1784,5.09,3.202,2.57,111.65,DYS_1306_3100kv/DYS_1306_3100kv_GF4028CF_3s.csv
DYS,1306,3100,GF4045CFN,3s,21960,12.12,12.52,7.98,307.16,1718,4.31,3.783,2.56,121.8,DYS_1306_3100kv/DYS_1306_3100kv_GF4045CFN_3s.csv
DYS,1306,3100,HQ4045BN,3s,15085,11.95,12.55,11.51,271.86,1692,6.47,2.536,3.94,144.97,DYS_1306_3100kv/DYS_1306_3100kv_HQ4045BN_3s.csv
DYS,1306,3100,HQ5030CFN-Cut,3s,21942,12.1,12.5,8.06,308.77,1718,4.4,3.713,2.62,123.41,DYS_1306_3100kv/DYS_1306_3100kv_HQ5030CFN-Cut_3s.csv
DYS,1806,2300,DAL5030N,3s,21257,12.48,12.6,8.58,409.02,1642,3.96,4.03,2.92,152.28,DYS_1806_2300kv/DYS_1806_2300kv_DAL5030N_3s.csv
DYS,1806,2300,DAL5030N,4s,26305,16.53,16.78,12.01,601.62,1446,3.45,3.474,3.92,232.74,DYS_1806_2300kv/DYS_1806_2300kv_DAL5030N_4s.csv
DYS,1806,2300,GF4045CFN,3s,23194,12.49,12.61,5.76,256.86,1858,4.22,3.783,2.21,96.24,DYS_1806_2300kv/DYS_1806_2300kv_GF4045CFN_3s.csv
DYS,1806,2300,GF4045CFN,4s,29177,16.63,16.79,8.31,393.25,1618,3.72,3.213,2.92,154,DYS_1806_2300kv/DYS_1806_2300kv_GF4045CFN_4s.csv
DYS,1806,2300,GF5030N,3s,21094,12.39,12.57,8.5,411.14,1630,3.79,4.221,2.87,152.42,DYS_1806_2300kv/DYS_1806_2300kv_GF5030N_3s.csv
DYS,1806,2300,GF5030N,4s,26022,16.47,16.7,12.12,605.88,1444,3.41,3.536,3.88,231.09,DYS_1806_2300kv/DYS_1806_2300kv_GF5030N_4s.csv
DYS,1806,2300,GF5040CFN,3s,19825,12.4,12.55,10.35,433.27,1562,3.95,4.057,3.38,174.63,DYS_1806_2300kv/DYS_1806_2300kv_GF5040CFN_3s.csv
DYS,1806,2300,GF5040CFN,4s,24222,16.45,16.74,14.33,646.57,1370,3.16,3.802,4.6,273.11,DYS_1806_2300kv/DYS_1806_2300kv_GF5040CFN_4s.csv
DYS,1806,2300,GF5040N,3s,20228,12.42,12.56,9.95,437.94,1572,3.98,4.019,3.35,171.69,DYS_1806_2300kv/DYS_1806_2300kv_GF5040N_3s.csv
DYS,1806,2300,GF5040N,4s,24977,16.52,16.78,13.57,646.68,1374,3.19,3.758,4.5,272.81,DYS_1806_2300kv/DYS_1806_2300kv_GF5040N_4s.csv
DYS,1806,2300,GF5045CFN,3s,19611,12.43,12.59,10.73,465.15,1542,3.79,4.21,3.42,182.94,DYS_1806_2300kv/DYS_1806_2300kv_GF5045CFN_3s.csv
DYS,1806,2300,GF5045CFN,4s,23631,16.49,16.79,14.96,670.1,1366,3.14,3.817,4.67,281.34,DYS_1806_2300kv/DYS_1806_2300kv_GF5045CFN_4s.csv
DYS,1806,2300,GF5045N,3s,19500,12.44,12.61,10.99,456.47,1544,3.85,4.138,3.47,181.15,DYS_1806_2300kv/DYS_1806_2300kv_GF5045N_3s.csv
DYS,1806,2300,GF5045N,4s,23245,16.4,16.7,15.15,662.92,1368,3.22,3.739,4.72,276.44,DYS_1806_2300kv/DYS_1806_2300kv_GF5045N_4s.csv
DYS,1806,2300,HQ4045BN,3s,19748,12.37,12.6,10.41,348.55,1682,5.14,3.116,3.37,138.79,DYS_1806_2300kv/DYS_1806_2300kv_HQ4045BN_3s.csv
DYS,1806,2300,HQ4045BN,4s,24085,16.47,16.76,14.47,518.62,1476,4.29,2.797,4.6,213.56,DYS_1806_2300kv/DYS_1806_2300kv_HQ4045BN_4s.csv
DYS,1806,2300,HQ5030CFN,3s,21617,12.39,12.55,7.82,371.22,1672,3.91,4.097,2.74,139.76,DYS_1806_2300kv/DYS_1806_2300kv_HQ5030CFN_3s.csv
DYS,1806,2300,HQ5030CFN,4s,26888,16.47,16.69,11.07,545.08,1492,3.61,3.341,3.64,203.57,DYS_1806_2300kv/DYS_1806_2300kv_HQ5030CFN_4s.csv
DYS,1806,2300,HQ5030N,3s,22045,12.43,12.58,7.31,358.89,1682,3.78,4.235,2.64,136.6,DYS_1806_2300kv/DYS_1806_2300kv_HQ5030N_3s.csv
DYS,1806,2300,HQ5030N,4s,27505,16.53,16.73,10.32,535.75,1476,3.34,3.603,3.48,212.48,DYS_1806_2300kv/DYS_1806_2300kv_HQ5030N_4s.csv
DYS,1806,2300,HQ5040CFN,3s,19705,12.42,12.58,10.59,433.5,1566,4.02,3.977,3.41,172.16,DYS_1806_2300kv/DYS_1806_2300kv_HQ5040CFN_3s.csv
DYS,1806,2300,HQ5040CFN,4s,23871,16.44,16.73,14.63,632.74,1394,3.45,3.479,4.66,257.4,DYS_1806_2300kv/DYS_1806_2300kv_HQ5040CFN_4s.csv
DYS,1806,2300,HQ5040x3CFN(4),4s,20777,16.38,16.73,17.42,546.1,1400,4.09,2.935,5.53,255.4,DYS_1806_2300kv/DYS_1806_2300kv_HQ5040x3CFN(4)_4s.csv
DYS,1806,2300,HQ5045N,3s,19645,12.41,12.57,10.77,444.03,1556,3.9,4.1,3.39,177.29,DYS_1806_2300kv/DYS_1806_2300kv_HQ5045N_3s.csv
DYS,1806,2300,HQ5045N,4s,23528,16.45,16.75,14.99,636.16,1386,3.32,3.608,4.64,266.41,DYS_1806_2300kv/DYS_1806_2300kv_HQ5045N_4s.csv
Emax,1806,2280,DAL5030N,3s,21162,12.43,12.56,8.43,404.02,1636,3.72,4.31,2.69,148.19,Emax_1806_2280kv/Emax_1806_2280kv_DAL5030N_3s.csv
Emax,1806,2280,DAL5030N,4s,26125,16.33,16.79,11.69,599.71,1448,3.14,3.832,3.62,231.68,Emax_1806_2280kv/Emax_1806_2280kv_DAL5030N_4s.csv
Emax,1806,2280,GF4045CFN,3s,23142,12.53,12.61,5.54,249.89,1878,4.17,3.819,2.03,89.97,Emax_1806_2280kv/Emax_1806_2280kv_GF4045CFN_3s.csv
Emax,1806,2280,GF4045CFN,4s,28988,16.5,16.79,7.9,380.9,1638,3.52,3.423,2.64,146.75,Emax_1806_2280kv/Emax_1806_2280kv_GF4045CFN_4s.csv
Emax,1806,2280,GF5030N,3s,21171,12.46,12.59,8.4,419.15,1618,3.51,4.546,2.62,155.81,Emax_1806_2280kv/Emax_1806_2280kv_GF5030N_3s.csv
Emax,1806,2280,GF5030N,4s,26005,16.39,16.79,11.91,622.68,1436,2.99,4.015,3.57,239.12,Emax_1806_2280kv/Emax_1806_2280kv_GF5030N_4s.csv
Emax,1806,2280,GF5040CFN,3s,19911,12.45,12.6,10.35,440.06,1560,3.72,4.292,3.2,175.27,Emax_1806_2280kv/Emax_1806_2280kv_GF5040CFN_3s.csv
Emax,1806,2280,GF5040CFN,4s,24291,16.52,16.81,14.46,652.89,1394,3.1,3.862,4.29,262.21,Emax_1806_2280kv/Emax_1806_2280kv_GF5040CFN_4s.csv
Emax,1806,2280,GF5040N,3s,20254,12.47,12.62,9.83,448.8,1556,3.6,4.424,3.16,180.37,Emax_1806_2280kv/Emax_1806_2280kv_GF5040N_3s.csv
Emax,1806,2280,GF5040N,4s,24985,16.49,16.77,13.53,653.56,1380,2.95,4.063,4.17,269.47,Emax_1806_2280kv/Emax_1806_2280kv_GF5040N_4s.csv
Emax,1806,2280,GF5045CFN,3s,19782,12.48,12.64,10.73,470.76,1530,3.51,4.534,3.25,187.99,Emax_1806_2280kv/Emax_1806_2280kv_GF5045CFN_3s.csv
Emax,1806,2280,GF5045CFN,4s,23777,16.52,16.83,15.16,681.38,1356,2.87,4.153,4.39,285.15,Emax_1806_2280kv/Emax_1806_2280kv_GF5045CFN_4s.csv
Emax,1806,2280,GF5045N,3s,19551,12.43,12.59,10.91,447.55,1568,3.88,4.116,3.26,171.08,Emax_1806_2280kv/Emax_1806_2280kv_GF5045N_3s.csv
Emax,1806,2280,GF5045N,4s,23537,16.44,16.76,15.54,663.3,1406,3.3,3.633,4.4,260.41,Emax_1806_2280kv/Emax_1806_2280kv_GF5045N_4s.csv
Emax,1806,2280,HQ4045BN,3s,19877,12.44,12.6,10.37,343.34,1698,5.14,3.112,3.15,135.61,Emax_1806_2280kv/Emax_1806_2280kv_HQ4045BN_3s.csv
Emax,1806,2280,HQ4045BN,4s,24008,16.21,16.75,14.35,511.12,1488,4.11,2.93,4.24,205.72,Emax_1806_2280kv/Emax_1806_2280kv_HQ4045BN_4s.csv
Emax,1806,2280,HQ5030CFN,3s,21642,12.45,12.57,7.73,383.53,1652,3.54,4.521,2.54,146.12,Emax_1806_2280kv/Emax_1806_2280kv_HQ5030CFN_3s.csv
Emax,1806,2280,HQ5030CFN,4s,26811,16.39,16.77,10.88,565.29,1468,3.11,3.859,3.37,218.25,Emax_1806_2280kv/Emax_1806_2280kv_HQ5030CFN_4s.csv
Emax,1806,2280,HQ5030N,3s,22071,12.47,12.58,7.11,354.74,1696,3.64,4.393,2.41,131.66,Emax_1806_2280kv/Emax_1806_2280kv_HQ5030N_3s.csv
Emax,1806,2280,HQ5030N,4s,27565,16.44,16.78,9.97,536.02,1488,3.09,3.875,3.16,206.57,Emax_1806_2280kv/Emax_1806_2280kv_HQ5030N_4s.csv
Emax,1806,2280,HQ5040CFN,3s,19868,12.47,12.63,10.57,456.68,1536,3.51,4.532,3.23,186.21,Emax_1806_2280kv/Emax_1806_2280kv_HQ5040CFN_3s.csv
Emax,1806,2280,HQ5040CFN,4s,24008,16.35,16.81,14.64,649.15,1396,3.17,3.788,4.35,263.9,Emax_1806_2280kv/Emax_1806_2280kv_HQ5040CFN_4s.csv
Emax,1806,2280,HQ5040x3CFN(4),3s,20151,12.43,12.58,9.99,374.05,1620,4.14,3.858,3.08,161.05,Emax_1806_2280kv/Emax_1806_2280kv_HQ5040x3CFN(4)_3s.csv
Emax,1806,2280,HQ5040x3CFN(4),4s,24660,16.43,16.72,13.9,533.01,1466,3.73,3.221,4.14,216.74,Emax_1806_2280kv/Emax_1806_2280kv_HQ5040x3CFN(4)_4s.csv
Emax,1806,2280,HQ5045N,3s,19602,12.43,12.59,10.7,431.01,1574,3.83,4.162,3.16,170.88,Emax_1806_2280kv/Emax_1806_2280kv_HQ5045N_3s.csv
Emax,1806,2280,HQ5045N,4s,23545,16.43,16.75,15.22,636.16,1400,3.14,3.813,4.32,259.49,Emax_1806_2280kv/Emax_1806_2280kv_HQ5045N_4s.csv
SS,1306,3100,FC4045N,3s,21720,12.12,12.56,8.82,301.5,1728,4.89,3.318,2.88,122.56,SS_1306_3100kv/SS_1306_3100kv_FC4045N_3s.csv
SS,1306,3100,GF4025N,3s,23125,12.15,12.53,7.68,289.07,1758,4.61,3.52,2.63,120.26,SS_1306_3100kv/SS_1306_3100kv_GF4025N_3s.csv
SS,1306,3100,GF4028CF,3s,22474,12.14,12.56,8.34,307.55,1712,4.45,3.646,2.76,132.31,SS_1306_3100kv/SS_1306_3100kv_GF4028CF_3s.csv
SS,1306,3100,GF4045CFN,3s,22585,12.18,12.59,8.22,328.79,1680,4.09,3.96,2.69,131.47,SS_1306_3100kv/SS_1306_3100kv_GF4045CFN_3s.csv
SS,1306,3100,HQ4045BN,3s,16277,11.9,12.54,12.44,318.07,1610,5.66,2.882,4.24,165.35,SS_1306_3100kv/SS_1306_3100kv_HQ4045BN_3s.csv
SS,1306,3100,HQ5030CFN-Cut,3s,22645,12.17,12.57,8.18,310.15,1718,4.53,3.57,2.77,124.52,SS_1306_3100kv/SS_1306_3100kv_HQ5030CFN-Cut_3s.csv
